,at,score,thumbsUpCount,content
4978,2021-04-01,4,0,편하게 사용하고 있어요.
4979,2021-04-01,5,1,일단 추천곡이 정말 좋네요. 가끔 별로인것도 있지만 70~80% 정도 제 취향으로 선곡해주는게 좋네요.
4980,2021-04-01,1,3,가사등록이 되어있는걸 못봣내여 푸힛~ 불.편 유튜브 프리미엄도 돈내고 다른회사스트리밍도 결제하기 쫌 먼가 아까우니까 억지로쓰고잇음. 유튜브 프리미엄이랑 뮤직 따로운영하게되면 뮤직망할듯!
4981,2021-04-01,1,1,반복재생 설정이 왜 계속 초기화 되나요?
4982,2021-04-01,1,0,구글플레이로 다시 돌려달라..잘 사용하고 있었는데 갑자기 바뀌더니 노래찾기도 안되고 삭제도 안되고..저장해둔 노래 잘 정리해서 듣고있었는데 재생목록 다 뒤죽박죽으로...에잇
4983,2021-04-01,5,0,😀
4984,2021-04-01,3,0,작동이 않데요
4985,2021-04-01,4,4,보통 멜론이나 다른 앱들은 앱 사용종료를 해도 백그라운드 음악으로 이어진다. 유트브 뮤직은 앱을 종료 시키면 같이 음악도 꺼진다. 맞는 말이긴한데 조금 불편함을 느낀다.
4986,2021-04-01,1,18,분명히 음악인데 음악아닌 영상으로 판정돼서 재생할수없는거 수두룩함. 그냥 구분해서 막아놓지말고 그냥 모두다 소리만 나오게 하면 되는거 아닌가 왜 굳이 구분해놓는지 재생목록 짜려면 유튜브가서 짜야됨 그게 속편함. 여기서 짜면 아차 하는 순간 싹 초기화됨. 오류랑 렉은 오지고
4987,2021-04-01,1,2,내가 무료로 사용하는 것도 아니고 돈 내고 사용하는데 제대로 실행도 안 되고 못 들은 시간만큼 이용료 할인해 줄 것도 아니면서 왜 관리를 이렇게 합니까??
4988,2021-04-01,1,0,앱 켜면 무한 로딩되는데 무슨일인가여
4989,2021-04-01,1,2,한곡재생 설정해놓고 다른 노래 선택하면 설정이 해제됩니다. 이전 업데이트때 안그러더니 다시 그러네요ㅠㅠ
4990,2021-03-31,1,0,요 며칠 앱 자체가 작동을 안합니다. 유사사례는 인터넷 찾아봐도 없어서 다음달에 해지하려합니다.
4991,2021-03-31,2,0,멀티태스킹창에서 지우면 종료됩니다. 불편해요.
4992,2021-03-31,1,1,Google play 뮤직 갑자기 중단 시키고 프리미엄 반강제 가입 유도는 좀 불합리하다고 생각합니다. 이게 강매가 아니면 무엇인가요?
4993,2021-03-31,3,4,pc로도 유튜브 뮤직을 많이 쓰는데 모바일앱과 사용자 경험이 다른 점이 있습니다. 플레이리스트에서 곡 삭제가 모바일앱에선 불가능하네요.
4994,2021-03-31,4,2,다 좋은데 여러 노래를 한번에 선택해서 재생목록에 추가하는 기능이 있었으면 좋겠어요 한곡씩 추가하려니 너무너무 번거로워요
4995,2021-03-31,1,0,네트워크 연결이안된다고 떠서 삭제하고 다시 깔려고 했더니 다운로드도 안됨
4996,2021-03-31,1,1,가사제공이 너무 안되있어 불편합니다.
4997,2021-03-31,1,1,아니 구글 플레이뮤직 잘만쓰고 있는데 갑자기 와서는 안돼해서 이거 다운받으면 된다 해서 다운받고 다하니까 전에 있던 노래들은 날라가고 왜 하냐 이거?
4998,2021-03-31,3,1,가사가없는경우가많음
4999,2021-03-31,5,21,"1. 재생목록 삭제가 안됩니다. 오류가 발생했다며 지워지질 않고 재설치해도 안됩니다. (갤럭시노트10) 2. 곡을 재생목록에 추가하면 이미 재생목록에 있다든가 하는 관련 메세지가 하단에 있는 '다음트랙', '관련항목'을 가려서 곧바로 클릭할 수 없어서 불편합니다. 3. 빅스비가 유튜브 뮤직은 인식하지 못합니다. 빅스비 적용이 되면 정말 좋을 것 같습니다. 4. 정식음원 발매된 거라도 가사가 나오면 좋을 것 같습니다. 5. 재생목록 통째로 오프라인 저장한 후에도 노래 개별 삭제가 가능했으면 좋겠습니다. 개별 삭제가 안돼서 저장한 재생목록을 통째로 삭제할 때가 있습니다. 6. 검색해서 찾아들었던 리스트가 저장되면 좋겠습니다. 다시 찾아야 하는 불편함이 있습니다. 7. 재생목록 곡 정렬 방식이 추가됐으면 좋겠습니다. 사용자 정렬, 최신저장순, 오래된저장순 등 8. 스크롤 자동 기억되면 좋겠습니다. 재생목록에 곡이 몇백개 있어서 스크롤 내려서 클릭하고나면 다시 위로 올라가 있어 불편합니다."
5000,2021-03-30,5,1,제가 찾는 노래가 다 있어서 정말 좋아요. 대만족입니다.
5001,2021-03-30,1,24,"진짜 최악입니다. 구글 플레이 뮤직을 잘 쓰고 있었는데도 갑자기 예고도 없이 바뀌더니 그 자리를 무슨 똥덩어리가 매꿨습니다. 재생목록은 수정을 해도 오류가 났다고 하면서 수정이 안 되고, 노래 사이사이마다 공백이 너무 길어서 흥이 끊깁니다. 이딴 앱 내세울 바에 구글 플레이 뮤직 돌려 놓으세요. 0점이 없어서 1점 드립니다. 진심으로 욕도 하고 싶지만 하지 않겠습니다. 위에 오류들 잘 안 고쳐지면 전 그냥 삼성 뮤직 쓰러 가겠습니다."
5002,2021-03-30,5,0,굳
5003,2021-03-30,1,4,요새 네트워크가안되서 앱실행이 잘 안되는데 네트워크는 잘만되는데 왜이러는지 모르겠네여 저와 같은상황을 격고계신분이 또 있다면 앱자체의문제인듯해요
5004,2021-03-30,1,1,자꾸 끊김
5005,2021-03-30,4,0,good
5006,2021-03-30,5,0,굿
5007,2021-03-30,5,0,좋네요
5008,2021-03-30,5,1,유튜브 프리미엄을 써야지만 한다는건 조금 아쉽지만 낸만큼 그 값어치를 하는것 같아서 좋습니다
5009,2021-03-30,1,0,왜 검색하는게 없죠??
5010,2021-03-30,5,0,굿
5011,2021-03-30,1,1,지금 안들어가지는데 뭐냐
5012,2021-03-29,3,0,위젯이 하나밖에 없는데 이쁘지도 않고 다양한 위젯 추가해 주시면 좋을 듯 싶습니다
5013,2021-03-29,4,3,재생목록 추가할때 맨 뒤로가서 추가되지말고 맨 위로 쌓여가는 방식좀 있었으면.. 재생목록 관리가 수월할듯 싶네요. 아니면 가나다순 가수별 정렬이라던가 그런게 가능하면 넷플릭스 프리미엄 만큼 가격받아도 쓸듯.
5014,2021-03-29,1,2,한국 노래 가사좀 넣어주세요
5015,2021-03-29,1,0,앱을깔았는데 왜이지역은유튜브 프리미엄회원만 지원한다고뜨고 아예안돼요. 괸계자분들 빨리도와주세요ㅜㅠ!!!!!
5016,2021-03-29,1,0,또 문제?
5017,2021-03-29,3,1,프리미엄에 이런앱도될줄몰랐지만 다른플레이어에 비해 기능은 아쉬운거같습니다 기본적인 타이머기능 이없네요 하지만 잘사용하고있습니다
5018,2021-03-29,5,0,음악듣기 너무 편해요 감사합니다
5019,2021-03-29,1,1,최신버전... aod상태에서는 음악이 무조건 중지됩니다. 업데이트 하지마세요 ㅠㅠㅠㅠㅠ
5020,2021-03-29,4,15,유튜브 많이 이용하는 사람은 프리미어랑 같이 쓰기 좋습니다. 영상이랑 바로 연결되는 것도 편하구요. 탑100이 아니라 알고리즘 추천해주는 것도 마음에 듭니다. 구글 시계 받으면 유튜브 노래를 알람으로 설정 가능한 것도 유용합니다. 불편한 건 공식 앨범으로 들을 때도 가사가 잘 안떠서 개선해주면 좋겠습니다.
5021,2021-03-29,3,0,나름대로 잘 쓰고 있었는데 최근 들어 반복재생/셔플 설정이 계속 초기화됩니다. 고쳐주셨으면 합니다.
5022,2021-03-29,5,0,굿
5023,2021-03-29,3,1,검색 인기순 최신순같은 것도 넣었으면 좋겠습니다
5024,2021-03-28,1,2,노래가 자꾸 끊겨요...
5025,2021-03-28,1,3,갤럭시 s10 5g 어제부터 앱실행이 안되요ㅡㅡ
5026,2021-03-28,1,22,반복재생 왜 자꾸 풀리게 왜 해놓는건가요? 재생목록 내 곡 검색기능도 있었으면 좋겠습니다. 전반적으로 타 스트리밍보다 이용 자체가 불편합니다. 유튜브 프리미엄 때문에 유튜브 뮤직도 겸사겸사 이용하는데 음악 자주 들으시는 분들은 다른 스트리밍 찾아보는게 좋을것 같네요. 솔직히 관계자가 리뷰 확인하는지도 모르겠습니다.
5027,2021-03-28,5,0,별5개는 별로안주는데 사실 플레이 뮤직안되서 이거 깔았는데 깔끔하고 좋아요 버즈연결도 되고요 굿
5028,2021-03-28,4,1,과연 멜론이 얘를 이길 수 있는 가성비인가
5029,2021-03-28,4,0,과금이 필요하지만...음질이 이게 더 좋고 사용하기도 편하네요!!
5030,2021-03-28,4,3,제발 다중선택 기능 좀 추가해주세요 제발 제발 플레이리스트 만들려면 한곡씩 추가하기 너무 힘들어요 제발!!!!!!
5031,2021-03-28,1,3,원래 한곡반복재생 해놓으면 다른 노래로 바꿔도 한곡반복재생이 유지됬었는데 지금 다른 노래로 바꾸면 한곡반복재생이 초기화가 되네요. 얼른 다시 복구해주세요~
5032,2021-03-28,3,0,왜 재생이 안되냐고
5033,2021-03-28,5,0,너무재미있네요
5034,2021-03-28,1,0,안들립니다
5035,2021-03-28,4,1,좋은데 뭔가 2프로 부족함ㅋㅋ 유튜브보다 알고리즘 시스템이 뭔가 떨어진달까?....
5036,2021-03-28,4,0,싸발적인 앱
5037,2021-03-28,2,0,갑자기 요새 웰케 끊김 짜증나게
5038,2021-03-28,1,1,아니 왜 노래 다른 거 누를 때마다 반복재생이 풀려요? 뭐임?
5039,2021-03-27,5,2,비슷한 음악 추천 기능 최고
5040,2021-03-27,5,0,뮤직스테이션을 누르면 뮤직스테이션을 실행한다는 알림 바가 하단에서 너무 오랫동안 머무릅니다... 굳이 이 알림은 필요하지가 않을거같네요.. 없애주시는게 어떨까요
5041,2021-03-27,2,4,몇일전부터 계속 안되는데 피드백을 어디다가 드러야하는지.. 로딩이 아예먹통입니다. 갤럭시 s10이구요
5042,2021-03-27,1,7,"로딩도 너무 길고, 기존에 구글에서 만든 play 뮤직에서 넘어왔는데 불편하기만 하지 좋을게 전혀 없음. 그나마 추가된 기능도 유료에, 뭐하러 이딴걸 써야 할지."
5043,2021-03-27,5,0,좋아!
5044,2021-03-27,1,2,며칠째 네트워크 연결 안된다고 떠요ㅠㅠ
5045,2021-03-27,5,1,👍굿 앞으로 더좋은 서비스 부탁해요
5046,2021-03-27,5,4,멜☆에서 갈아탔는데 훨씬 스무스하고 굳이 플레이리스트에 넣지 않아도 비슷한 음악 나오는 게 너무 좋아요!! 근데 댓글 기능도 있었으면 좋겠어용 +그리고 앨범에 타이틀 곡이 뭔지도 알 수 있으면 좋겠네요
5047,2021-03-27,5,1,전반적으로 사용하기 편리합니다.
5048,2021-03-27,2,1,반복재생 계속풀립니다 ㅡㅡ
5049,2021-03-27,3,1,노래가 자꾸 끊겨요 다른어플좀 사용하다가 끊기고 뭐만좀 하면 끊기고...좀 고쳐주세요
5050,2021-03-27,2,0,"노래,앨범에서 삭제기능 첨부해주세요"
5051,2021-03-26,1,2,가사가 안 나옴 공식에서 풀어준 노래인데도 가사가 없음...
5052,2021-03-26,1,1,인터넷에 구버전있어요 그거받아서사용하는게더좋네요
5053,2021-03-26,1,2,네트워크 연결이 안된다고 오프라인이라고만 뜨네요
5054,2021-03-26,1,0,You Tu be Music 다운받기싫은데요 계속 다운 받으라고 하는지 별로 예요
5055,2021-03-26,4,0,한국곡 가사가 읎어
5056,2021-03-26,1,3,"오프라인만 돼요,, 자꾸 네트워크 연결 안된다고 뜸"
5057,2021-03-26,5,1,개인적으로 너무 잘 사용하 고있습니다.
5058,2021-03-26,1,0,"뮤직스테이션 시작하면 다음 트랙을 만들어줘야할거 아니냐고 너무 오랫동안 안고쳐서 리뷰, 고객센터 문의남김"
5059,2021-03-26,5,0,좋아요.
5060,2021-03-26,2,0,와 댓글 지웠네 열과성을 다해서 리뷰했는데 이런 식으로 댓글 지우네 다시 원래대로 돌려나요 댓글 지운다고 해결되나
5061,2021-03-26,4,2,한국 노래들의 가사지원이 많이 필요해보입니다. 잠금화면에서 플레이리스트를 볼수있게 해주면 좋을것같습니다.
5062,2021-03-26,1,1,노래 멈춤이 너무 심해요 이건 뭐....
5063,2021-03-26,5,0,만족해요
5064,2021-03-26,1,9,며칠전부터 노래 하나 끝나면 자꾸 오프라인이라고 하면서 끊김 화면을 키고있으면 안그런데 잠금화면에선 노래하나 끝나면 다시 들어가서 다음노래 재생해야함. 원래 안그랬는데 왜이런건지 모르겠음. 해결좀 해주세요
5065,2021-03-26,1,2,분명히 프리미엄쓰는데 실행안됨
5066,2021-03-26,5,3,프리미엄 구매하고 사용하기 시작했는데 데이터 소모도 유튜브에 비해 훨씬 적고 ui도 사용하기 편하게 구성되어있네요~~ 여러분들 프리미엄 씁시다*~~*
5067,2021-03-26,1,2,갤럭시 노트20 울트라 유전데 버즈 프로 끼고 들을 때 화면을 끄면 3초 정도 지난 후에 노래도 끊기네요ㅠ 화면을 키면 다시 노래 나오는데 화면 끄면 또 똑같습니다.. 해결부탁드립니다
5068,2021-03-26,1,15,아니 업데이트를 할거면 이런저런 쓸데없는거 말고 다른 곡 클릭했을때 반복재생 초기화되는거 이런걸 고치라고요 여기 리뷰에 피드백 남겨봤자 뭐합니까 이러면?
5069,2021-03-25,1,1,끊겨요
5070,2021-03-25,4,1,다 좋은데 딱 하나 아쉽다 그건바로 가사
5071,2021-03-25,2,4,노래가 엄청 자주 끊기네요 홀드해놓으면 무조건 끊기고 폰하다가도 갑자기 일시정지되는데 개선부탁드립니다
5072,2021-03-25,4,0,백그라운드 지원좀 해주세요
5073,2021-03-25,1,0,So so many unavailable musics
5074,2021-03-25,3,0,평타
5075,2021-03-25,4,2,다좋은데 이어폰이 빠지면 음악이 안 멈추네요...폰에서 그대로 소리가 크게 나서 민폐인상황이 한번씩벌어지는게 아쉽...
5076,2021-03-25,1,0,쓰레기
5077,2021-03-25,4,0,한국노래 가사고 좀 업데이트해주이소
5078,2021-03-25,4,0,(노래추천) 스포티파이>유튜브 뮤직
5079,2021-03-25,1,0,진짜 최악의 앱 별 1개도 아까움
5080,2021-03-25,5,0,굿~~~~~~~~
5081,2021-03-25,4,0,나름의만족을 느낌
5082,2021-03-25,4,14,"개선사항과 버그 1개 리포트 합니다. Galaxy note 9 기종입니다. 1.(개선사항) 앱의 바텀 네비게이션 바가 작아서, 기본 시스템의 바텀 네비게이션 바를 터치할때와의 구분이 불분명 합니다. 즉, 원하지 않는 화면 전환이 자주 발생합니다. 앱의 바텀바의 크기를 키워주시면 터치가 정확해질 것 같습니다..! 2. (버그) 둘러보기> 분위기 장르> 에서 특정 목록에서 + 버튼 을 누르면 503 에러가 뜹니다. 신속한 수정 부탁드립니다. 3. (개선사항) 원곡과 유튜브 영상의 음원을 구분해서 들을 수 있으면 좋을 것 같습니다 !"
5083,2021-03-25,1,0,차라리 멜론에서 듣는게 더 효율적!! 카카오엔터테인먼트 최고👍 유튜브 뮤직 음원 음질 최악!!
5084,2021-03-25,5,0,Easy to use
5085,2021-03-25,1,0,모름
5086,2021-03-25,1,0,안된다고 리뷰썼는데 왜 지워진거지? ㅋㅋ 맨날 멈춰서 짜증났는데 이젠 켜지지도 않네. 빨리 고쳐라
5087,2021-03-25,3,1,아니 가사좀 업데이트하라고 이것들아 뭐 죄다 가사가없어
5088,2021-03-24,2,1,"그냥 주크박스로 쓰고 있음 그 어떤 설정을 해도 쳐먹히질 않으니, 그냥 아무 노래나 누르고 그냥 듣고 있으면 언젠가 내 노래가 나옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 특히 지하철에서는 터지지도 않음"
5089,2021-03-24,1,6,너무 잘 쓰고 있었는데.... 업데이트 하고 나서부터 다른음악으로 바꾸면 한곡반복듣기가 자꾸 초기화 되네요....ㅡㅡ 한곡반복듣기 자주 쓰거든요 이거 어떻게 좀 안됩니까?
5090,2021-03-24,1,1,한 곡 반복재생이 왜 계속 초기화 되냐? 씹-새야 돈을 받았으면 제발 불편 좀 없게 하자
5091,2021-03-24,2,0,폰화면이 꺼지면 자꾸안켜지고 산발적으로 계속 네트워크가 연결되어있지 않다면서 겁나 멈추네요 물론 데이터랑 와이파이 둘다 마찬가지입니다 돈내고쓰는건데 넘불편해요 해결좀 ㅠㅠ
5092,2021-03-24,5,0,멜론 보다 나음
5093,2021-03-24,4,2,스테이션 목록이 듣고싶은 느낌만 쏙쏙 잘들어가는것도 있는데 k팝은 스테이션해도 원하는 느낌보다는 무난무난한 것만 랜덤재생되는거같아서 별로네용 제가 목록 임의적으로 만들게 되더라구요 아 그리고 재생목록에 저장할때 유튜브처럼 체크박스 있으면 편할거같은데 그게 아니어서 좀 불편하구요
5094,2021-03-24,5,0,멜론보다좋음
5095,2021-03-24,5,0,다 좋은데 최근앱 삭제했을때 노래 안끊기게 해주세요
5096,2021-03-24,2,2,특정가수 차단기능좀 있었으면..싫어요 눌러도 재생목록에 나와있으면 소용없는듯..?
5097,2021-03-24,2,2,무한재생 설정 풀린거 고정되게 좀 시켜주세요.. 저번 업뎃 때도 그랬다가 되돌려놨으면서 같은 실수인지 뭔지😑... 사용자 불편해서 죽어가요.
5098,2021-03-24,3,0,☆♧🙇제발 한곡 반복 고정할 수 있게 해주세요🙇☆♧ 앱을 새로실행하면 한곡반복이 풀려서 한곡끝나면 다음곡이 실행됩니다...매번 한곡 반복버튼 눌러야돼서 많이번거롭습니다.
5099,2021-03-24,1,75,한곡 재생을 설정한다음 다른 노래를 클릭하면 한곡 재생이 아니게 됩니다. 원랜 안그랬는데 갑자기 그러네요. 다른 기기로 유튜브뮤직에 접속해도 동일한 문제가 발생합니다. 리뷰에 다른 사람도 같은 문제로 고생하고 있는거 같네요. 이렇게 리뷰남긴다고 구글이 해결해줄거같진 않지만 일단 남겨봅니다.
5100,2021-03-24,5,2,다 좋은데 내 재생목록을 구글홈이 좀 인식좀 해줬으면
5101,2021-03-24,5,0,좋습니다
5102,2021-03-23,5,0,잘쓰고있음
5103,2021-03-23,1,1,앱 작동이 지금 안됩니다
5104,2021-03-23,2,0,욕할까요?
5105,2021-03-23,5,0,유튭 뮤직 알고리즘도 좋고 전반적으로 다 만족스러워요 다만 제가 듣는 노래들 대부분 가사가 안 뜨는 거 초콤 아쉽습니다
5106,2021-03-23,5,1,찾는 노래가 다있어좋아요
5107,2021-03-23,4,0,굿
5108,2021-03-23,5,0,대에에바앆
5109,2021-03-23,3,21,"다른분들이 비슷한 얘기하고있네요~ 반복재생이나 랜덤재생, 자동재생 설정좀 초기화하지말고 저장좀 되게 해주세요... 그리고 전체적으로 뭔가 조잡해요... 디자인이나 설정메뉴나.. +아그리고 왜 최근사용 앱정리하면 노래가 꺼져요...?ㅠ 백그라운드에서도 듣게 해주세요.."
5110,2021-03-23,5,0,굿
5111,2021-03-23,5,0,굿입니다.
5112,2021-03-23,5,0,굿
5113,2021-03-23,4,1,"무손실 음원이 없는게 아쉬움, 곡 비트레이트 등 상세정보도 표시안됨"
5114,2021-03-23,3,0,전반적으로 사용하는데 만족합니다.
5115,2021-03-23,5,1,제발 잘쓰고 있으니까 별점 남기라는 알림만좀 작작띄워줘
5116,2021-03-23,5,1,헐 뭐야 이게 왜 이렇게 샜젔어
5117,2021-03-23,1,0,진짜 쓰레기앱
5118,2021-03-23,5,1,가사 나오는 곡이 적은게 아쉽지만 비슷한곡 자동으로 추천해주는 건 너무 좋다
5119,2021-03-23,5,4,멜x 쓰다가 넘어왔습니다 . 개좋아요. 노래없는거 없고 유튜브에서 있고 멜x에 정식스트리밍 안된 노래 들을수 있어서 정말정말 신세계에요. 개좋아요
5120,2021-03-23,5,0,쪼와요
5121,2021-03-23,5,0,최고다
5122,2021-03-23,1,0,1개월 무료이용 배너 클릭후 카드번호 넣고 승인 하면 무료아니고 그냥 일반 가입 진행돼서 돈나갑니다
5123,2021-03-22,4,0,위젯기능하고 가사만 추가해주시면 완벽할것같아요!
5124,2021-03-22,1,1,앱 서버가 응답을 하지 않아요.
5125,2021-03-22,2,0,왜 백그라운드 재생이 안되는거임?
5126,2021-03-22,4,1,수면할때 시간 설정할 수 있는 기능 만들어주세요 어려운거 아니니 부탁드립니다 ㅠㅠ
5127,2021-03-22,5,1,아주 good 다만 가사 정보가 다 있었으면
5128,2021-03-22,1,0,가사가 너무없습니다
5129,2021-03-22,5,0,쵝오!!
5130,2021-03-22,4,0,좋아요
5131,2021-03-22,5,0,매우 훌륭한 자동선곡 기능
5132,2021-03-22,4,0,좋댜
5133,2021-03-22,4,0,편해요! 대신 플레이리스트 만들기 쉽게 해주시길 바랍니당
5134,2021-03-22,4,0,가사제공해주세요ㅠㅠ
5135,2021-03-22,4,2,"오래되었더라도, 라이브만 있는 노래여도, 거의 모든 음악을 찾을수 있는 음악 어플. 재생목록만 유튜브와 개별 관리가 된다면 더 좋겠다.."
5136,2021-03-22,5,1,멜론보단 유튭 프리미엄 같이 쓰면서 뮤직 쓰는게 더 나은듯
5137,2021-03-21,2,0,왜 안돼 ㅡㅡ
5138,2021-03-21,5,0,굿
5139,2021-03-21,1,0,어떻게 평점이 4점이 넘지;; 음악어플로서 제대로 된 점이 없는데...이어플은 그냥 랜덤음악 들을때만 써야함ㅋㅋ자기가 재생목록 만들려면 하루종일걸림~ 그리고 노래제목은 왜 영어로 나오냐고;;
5140,2021-03-21,1,0,이건 무조건 프리미엄 사서 해야 되고요....프리미엄 안사면 사라는 얘기 밖에 안나와요
5141,2021-03-21,4,0,아니 보관함에 재생목록 삭제하기 눌러도 새로고침 누르면 또 있어요 왜 삭제가 안되나요 문의 메일 보냈는데 답변도 못 받았고
5142,2021-03-21,5,0,좋음
5143,2021-03-21,3,0,한곡을 여러번 듣고싶은데 곡하나를 선택할때마다 연속재생이 풀려버립니다 ㅠㅠ 너무 불편해요
5144,2021-03-21,1,36,별 1개도 아까움 유튜브 프리미엄이랑 묶이고 커버노래때문에 쓰긴하지만 재생목록/보관함 기능 왜 있는건지 알 수가 없다. 보관함과 재생목록에 500곡이 넘게 들어있는데 다 불러오질 않음. 그 어떤짓을 해도 전부 다불러와지질 않음 보관함에 있는 곡이 지워지지않는 경우도 있다 재생목록 내에 있는 곡 검색도 안됨 곡이 쌓였을때 지우려하면 일일이 찾아야한다. 그냥 유튜브와 유튜브에 있는 커버곡 덕으로 사용되고있는 앱 그 이상도 이하도 아님 앱 자체 성능은 최악
5145,2021-03-21,5,0,유튜브 구글 짱
5146,2021-03-21,5,0,좋다
5147,2021-03-21,1,0,"가수이름이 다른가수이름으로 뜨기도하고.. 재생목록이나 목록, 보관함 카테고리 개편이 시급해보임 다른 음악어플 사용해보고 개발했으면"
5148,2021-03-21,5,0,프리미엄으로 모두 같이 사용이 되서 좋네요
5149,2021-03-21,3,2,보관함 기능을 원활히 사용하고 싶습니다. 보관함에 있는 리스트를 삭제하려고 하면 오류라고 하면서 항상 안 지워져요.오류 수정 부탁 드립니다.
5150,2021-03-21,5,0,아 너무좋다 옛날부터써서 프리미엄 가격도 낮고 걍 너무 좋음
5151,2021-03-21,5,0,너무 편함
5152,2021-03-21,3,0,잠금화면에 재생목록이 떴으면 좋겠어요. 듣고 싶은 노래 찾으러 잠금화면 일일히 푸는 게 너무 귀찮아요.
5153,2021-03-20,5,0,스포티파이도 없는 머한민국에선 최상의 선택
5154,2021-03-20,5,1,환절기 감기 조김하세요.
5155,2021-03-20,3,0,가사없는 곡이 너무 많아서 불편해요
5156,2021-03-20,5,0,너무 잘 사용하고있습니다
5157,2021-03-20,5,0,참좋아요
5158,2021-03-20,5,1,유튜브에 있는 음악 다 나오고 가사가 안 뜨는 게 단점이지만 재생목록도 알아서 연결돼서 좋습니다.
5159,2021-03-20,5,0,최고의 음악 어플. 내가 듣는 음악과 비슷한 음악들을 알잘딱깔센으로 찾아주는 가장 좋아하는 어플!!!
5160,2021-03-20,5,1,자동으로 만들어지는 재생목록 좋아요
5161,2021-03-20,2,0,예약 종료 기능좀 넣어주세요..
5162,2021-03-20,4,0,다 좋은데 백그라운드 닫았다고 꺼지는건 짜증남
5163,2021-03-20,5,0,굿이요.
5164,2021-03-20,1,0,무료 사용 국가인데 프리미엄 가입을 강요하고 있음
5165,2021-03-20,4,0,듣고싶을때 듣고싶은 노래를 쉽게찾고 들을수 있어서 좋아요
5166,2021-03-20,1,0,목록 전체재생은 도대체왜없습니까 200곡 넣으면 20곡밖에못듣나요? 개선부탁드림다
5167,2021-03-20,5,0,편항
5168,2021-03-19,1,2,왜 안돼 오프라인이래요 계속
5169,2021-03-19,5,1,나이가 점점 들어가면서 예전 노래만 듣는데 새로운 노래도 알게 되어서 좋아요.
5170,2021-03-19,5,0,굿
5171,2021-03-19,5,0,최고
5172,2021-03-19,5,0,음악듣기 좋아요
5173,2021-03-19,1,3,며칠째 실행안됨 왜이러는지
5174,2021-03-19,5,0,편함 노래 좋음 인터페이스는 적응안댐
5175,2021-03-19,5,0,최고에요 2020년 - 2021년 최고로 잘한 거 하나 고르라면 유투브 프리미엄 결제
5176,2021-03-19,4,0,국내노래 없는게 너무많음
5177,2021-03-19,1,0,노래 하나를 반복재생 했는데 ㅋㅋㅋ 반복 재생이 안되고 노래가 끝나면 그냥 정지상태임 일일히 노래 끝날 때마다 재생 눌러야함
5178,2021-03-19,1,0,거지같네정말 보유중인 음악 추가가안되다니
5179,2021-03-19,5,0,"Uh... it's nice to be in the background. However, it is a little disappointing that you have to sign up for YouTube Premium and use it."
5180,2021-03-19,1,0,UI가 너무 별로임
5181,2021-03-19,5,0,👍
5182,2021-03-19,5,0,가사지원되는 노래가 적은 것 빼곤 쓸만함
5183,2021-03-19,1,0,개선사항을 언급해도 듣질 않으니 답답함이 그지 않도다
5184,2021-03-18,1,0,자꾸 1곡재생하고 멈춤 개짜증남
5185,2021-03-18,1,1,노래 추가하다 클릭하면 기존 재생목록 다날라가는거 짜증나 죽겠네 되돌릴수도 없고
5186,2021-03-18,4,0,멜론쓰다가 갈아탔습니다 추천재생기능도 맘에들고 멜론에없던음원도 많아서 좋네요ㅎㅎ
5187,2021-03-18,1,3,와이파이 빵빵하고 다른거 다 잘되는데 얘만 연결 안됨ㅋㅋ어쩌라는거임
5188,2021-03-18,5,0,킹왕짱 편해요.
5189,2021-03-18,3,0,가사좀 첨부해주세요.
5190,2021-03-18,3,0,뭐 좋다길래 함 써봤는데 제가 기능을 못 쓰는건지 아니면 지원이 안되는건지 반복재생이 읎네요 그래도 멜론에 없는 음원은 여기다 치면 다 나오니까 둘이 번갈아가서 쓸 생각임다
5191,2021-03-18,5,0,귀찮게 내가 원하는 음악들 폴더 만들 필요없이 첫노래 틀면 그 노래와 비슷한 장르와 연도의 노래들이 재생됨 그외에 노래듣기 편한 기능들이 많아서 좋아요
5192,2021-03-18,4,0,자동종료 기능이 있으면 좋을 것 같습니다.
5193,2021-03-18,5,1,다 좋은데 가사도 있었으면 좋겠다는 바람입니다
5194,2021-03-18,1,0,아니 돈 주고 듣는데 뭐야 이게 알고리즘이 바보야 뽀로로 노래 듣는데 자꾸 예수 노래 교회 노래 이상한 것들이 나와. ㅎ나번도 검색하지도 않고 듣지도 않았는데 . 안좋아요 했는데도 또 나오냐 !! 애기 손에 주고 들으라고 하는데 자꾸 종교 노래가 나오면 어떻게 !! 알고리즘 좀 고치던지 짜쯩나 죽겠네 안믿는데 자꾸 그런 거 나와서
5195,2021-03-18,5,0,보통 구글이 유투브에 하는 짓에 비해 양호함
5196,2021-03-18,1,0,쓰레기
5197,2021-03-18,5,1,많이 발전되어 이제는 굉장히 유용한 어플이라고 생각해요!
5198,2021-03-18,1,1,노래가 자꾸 끊기는 현상이 빌생해요.. 제발 개선 부탁 드립니다.
5199,2021-03-17,1,0,써본적도 없는데 지혼자 결제가 되어서 깔게되네요 ㅋㅋ참 ㅋㅋ
